Location_name,Literature,Cultural_Significance,Distinctive_Feature,Latitude,Longitude,Google_Maps_Link,Official_Website,Category,,,,,
Battle of Lostwithiel 31 August - 1 September 1644,The English Civil War - Diane Purkiss; The English Civil War: A Military History - Peter Gaunt,"The final phase of the Lostwithiel campaign between 31 August and 1 September 1644 saw the trapped Parliamentarian army of the Earl of Essex attempt to break out of royalist encirclement in Cornwall. Under pressure from King Charles I's forces and running short of supplies, Essex ordered his cavalry to escape by night while his infantry tried to withdraw towards Fowey and the coast, but royalist attacks and the constricted terrain shattered these plans. After scattered fighting and skirmishing, Essex fled by boat and his remaining infantry were compelled to surrender on terms, handing over their arms and artillery. This capitulation delivered one of Parliament's gravest defeats of the war, destroying a major field army in the West and briefly boosting royalist morale. Although outright battlefield deaths over these two days were not on the scale of the largest set-piece battles, thousands of Parliamentarian soldiers were lost through capture, exhaustion and desertion, while royalist casualties in the final fighting appear to have been much lower.","The landscape associated with the 31 August-1 September fighting and surrender lies in the deeply indented countryside around Lostwithiel, Fowey and the River Fowey, marked by steep hillsides, wooded valleys and enclosed fields. These features help explain how Essex's infantry found themselves funnelled into narrow routes and confined spaces where royalist forces could dominate roads and high ground. Much of the area remains rural and wooded, though modern roads, housing and harbour development at Fowey have changed aspects of the setting. There is no single, clearly defined battlefield park for this phase; instead, visitors encounter a series of locations-lanes, ridges, riverside areas and town streets-linked by local heritage trails and guidebooks. Access is by car and on foot via public paths and roads, with interpretation relying on maps, plaques and written accounts that tie surviving features to the closing stages of the campaign and the Parliamentarian surrender.",50.371755,-4.668293,"https://www.google.com/maps?q=50.371755,-4.668293",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=88,Military,,,,,
Battle of Maldon 991,The Battle of Maldon AD 991 - Translated and Edited by Michael Swanton; England Before the Conquest - Peter Hunter Blair,"The Battle of Maldon, fought in 991 near the town of Maldon in Essex, pitted an Anglo-Saxon force under Earl Byrhtnoth against a Viking raiding army. According to later narrative and the famous Old English poem, Byrhtnoth allowed the Vikings to cross from an island causeway to fight on equal terms, but his army was eventually overwhelmed after hard combat, and he was killed on the field. Strategically the defeat exposed the vulnerability of England's coasts to organised Scandinavian attacks and helped push the English crown towards paying large sums of tribute, or Danegeld, in an effort to buy off further raids. Contemporary sources do not give precise numbers, but the fighting seems to have caused heavy losses among Byrhtnoth's followers, with a significant portion of his local levy destroyed, while Viking casualties, though substantial, are unknown.","The Maldon battlefield lies near the tidal waters of the River Blackwater, close to the causeway that links the mainland to Northey Island, where marshes and mudflats meet slightly higher ground. Modern sea walls, channels and land-reclamation schemes have altered the exact appearance of the shoreline and causeway, but the contrast between the island, the crossing and the mainland still helps visitors picture the tactical dilemma faced by Byrhtnoth. The surrounding area includes a mixture of saltmarsh, water, industrial development and town edges, so the battlefield is not preserved as a single open field site. Access is via roads, riverside paths and coastal walks, with interpretation provided mainly through local information boards, the landscape itself and literary connections to the poem rather than a dedicated visitor centre.",51.718746,0.703893,"https://www.google.com/maps?q=51.718746,0.703893",https://www.battlefieldstrust.com/resource-centre/viking/battleview.asp?BattleFieldId=23,Military,,,,,
Battle of Marston Moor 1644,"The English Civil War - Diane Purkiss; God's Fury, England's Fire - Michael Braddick","The Battle of Marston Moor, fought on 2 July 1644 west of York, brought together a large Parliamentarian and Scottish Covenanter army commanded by the Earl of Manchester, Lord Fairfax and Alexander Leslie against royalist forces under Prince Rupert and the Marquis of Newcastle. After hours of stalemate in wind and rain, an evening assault-driven in part by Oliver Cromwell's cavalry on the allied left-smashed the royalist line in a chaotic but decisive victory, routing Rupert's horse and breaking much of Newcastle's infantry. Marston Moor effectively ended major royalist power in the north of England, ensuring the fall of York and giving Parliament long-term strategic control of the region. Contemporary and modern estimates suggest that several thousand royalist soldiers were killed or captured, while allied casualties, though substantial, were lower, making this one of the largest and bloodiest battles of the war.","The Marston Moor battlefield remains a wide expanse of largely open farmland and low ridges between the villages of Long Marston, Tockwith and Rufforth, with big skies and long views that convey the scale of the armies deployed there. Field boundaries, lanes and slight rises still hint at the original positions of infantry and artillery, and the broad, gently sloping ground helps visitors imagine the sweeping cavalry charges that decided the battle. Modern roads and some housing intrude on parts of the landscape, but much of the core area is accessible via minor roads and public footpaths, supported by monuments and information boards marking key points such as the allied start line and the royalist positions. There is no large, central visitor centre, so interpretation relies on these markers, guidebooks and online resources, combined with straightforward access by car and on foot across the agricultural landscape.",53.96597,-1.265406,"https://www.google.com/maps?q=53.96597,-1.265406",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=24,Military,,,,,
Battle of Myton 1319,"The Wars of Scotland, 1214-1371 - Michael Brown; The Reign of Edward II - Natalie Fryde","The Battle of Myton, fought on 20 September 1319 near the village of Myton-on-Swale in North Yorkshire, saw an English force composed largely of hastily raised clergy and local levies confront a Scottish raiding army under Sir James Douglas and the Earl of Moray. While King Edward II besieged Berwick, the Scots launched a major raid into northern England to divert him, and at Myton their experienced troops routed the ill-equipped English 'army of priests' beside the River Swale. The defeat exposed the weakness of English defences in the north during Edward II's reign and helped force the abandonment of the Berwick siege, reinforcing Scottish bargaining power in the wider war for independence. Contemporary accounts stress the scale of English losses, with large numbers of clergy and townsmen killed or drowned in the river during the rout, while Scottish casualties appear to have been comparatively light, though exact figures are not known.","The Myton battlefield today lies in low-lying farmland and meadows near the confluence of the Rivers Swale and Ure, a landscape shaped by rivers, ditches and flat fields that still suggests how fleeing troops could be trapped against watercourses. Modern drainage works, embankments and field patterns have altered some details of the medieval terrain, but the relationship between the village, the rivers and the open ground where the armies clashed remains intelligible. There is no major visitor centre dedicated to the battle, and access is mainly via minor roads, bridges and public footpaths around Myton and along the riverbanks. Interpretation relies on local information, church memorials and external historical guides, so visitors generally need maps and background reading to connect present-day features to the events of 1319.",54.098999,-1.339817,"https://www.google.com/maps?q=54.098999,-1.339817",https://www.battlefieldstrust.com/resource-centre/medieval/battleview.asp?BattleFieldId=26,Military,,,,,
Battle of Nantwich 1644,The English Civil War - Diane Purkiss; The English Civil War: A Military History - Peter Gaunt,"The Battle of Nantwich, fought on 25 January 1644 in Cheshire, saw a Parliamentarian relief force under Sir Thomas Fairfax attempt to break the royalist siege of the town held by Colonel George Booth. Royalist troops under Lord Byron had been investing Nantwich as part of a wider effort to secure the north-west, but heavy snow, flooding and divided deployments left them vulnerable when Fairfax attacked across the River Weaver. In a sharp engagement Parliamentarian infantry, supported by cavalry, pushed back the royalists and forced parts of their army to retreat or surrender, lifting the siege. The victory secured Nantwich for Parliament, weakened royalist influence in Cheshire and helped stabilise the north-west in advance of later campaigns. Contemporary accounts and modern estimates suggest that several hundred royalist soldiers were killed or captured, while Parliamentarian casualties were lower, though not insignificant.","The Nantwich battlefield lies in and around the town and the nearby River Weaver, where fields, meadows, lanes and crossing points shaped both the siege lines and the relief attack. Much of the immediate area has been altered by later urban growth, roads and river management, but some open ground and water meadows survive on the outskirts, hinting at the difficult winter conditions under which the battle was fought. Visitors today experience the site as a combination of townscape and surrounding countryside rather than a single coherent open battlefield. Access is straightforward by road and through town streets, with riverside paths and local trails offering views towards areas associated with the fighting; interpretation depends chiefly on plaques, church memorials and guide material produced by local historians and battlefield societies.",53.077509,-2.547,"https://www.google.com/maps?q=53.077509,-2.547",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=27,Military,,,,,
Battle of Naseby 1645,"The English Civil War - Diane Purkiss; God's Fury, England's Fire - Michael Braddick","The Battle of Naseby, fought on 14 June 1645 in Northamptonshire, was the decisive set-piece engagement of the First English Civil War, opposing King Charles I's main field army to the newly formed Parliamentarian New Model Army under Sir Thomas Fairfax and Oliver Cromwell. On gently rising ground south of the village, Parliament's well-organised infantry and cavalry absorbed royalist attacks and then counter-attacked, breaking the king's centre and right while Cromwell's horse overwhelmed the royalist cavalry on one wing. Naseby shattered the king's principal army, led to the capture of his artillery and baggage train, and exposed compromising royal correspondence that undermined his political position; after this defeat the royalists were never again able to mount a comparable field force, and the strategic outcome of the war was effectively decided in Parliament's favour. Modern estimates suggest that perhaps a thousand or more royalist soldiers were killed and several thousand captured, while Parliamentarian casualties were much lower, though still substantial, highlighting the one-sided nature of the final rout.","The Naseby battlefield today is an expanse of open farmland, hedgerows and low ridges around the villages of Naseby and Clipston, where the broad, gently undulating ground still matches contemporary descriptions of the deployment lines. Visitors can see long views across the fields ",52.411028,-0.994333,"https://www.google.com/maps?q=52.411028,-0.994333",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=51,Military,,,,,
Battle of Neville's Cross 1346,"The Wars of Scotland, 1214-1371 - Michael Brown; The Hundred Years War: The English in France 1337-1453 - Desmond Seward","The Battle of Neville's Cross, fought on 17 October 1346 just west of Durham, saw a Scottish army under King David II invade northern England while Edward III campaigned in France during the Hundred Years War. An English force composed of northern magnates and local levies assembled quickly and took up a defensive position on rising ground near a stone cross, then repelled Scottish attacks with disciplined infantry and archers. The engagement ended in a decisive English victory: the Scots were routed, many nobles were killed or captured and King David himself was taken prisoner, spending years in English captivity. This defeat crippled Scotland's ability to exploit English distractions in France and reinforced the effectiveness of English tactics combining dismounted men-at-arms and longbowmen. Contemporary and later accounts point to heavy Scottish casualties, likely several thousand killed or taken, while English losses were relatively modest, though not insignificant.","The Neville's Cross battlefield now lies partly within the western outskirts of modern Durham, where roads, housing and institutional buildings occupy much of the ground once covered by fields and enclosures. Some areas of open space and undulating terrain survive around the historic site of the cross and nearby ridges, giving a limited but useful sense of the original topography. Visitors encounter the battlefield mainly as a composite urban and suburban landscape rather than a single preserved field, moving between streets, small greens and churchyards linked to the events of 1346. Access is straightforward on foot and by road from central Durham, and interpretation relies on plaques, local guides and historical studies rather than a dedicated large-scale visitor centre, though the proximity of the cathedral and city adds rich wider context to a visit.",54.77627,-1.601199,"https://www.google.com/maps?q=54.77627,-1.601199",https://www.battlefieldstrust.com/resource-centre/medieval/battleview.asp?BattleFieldId=28,Military,,,,,
Battle of Newburn Ford 1640,"The English Civil War - Diane Purkiss; The Bishops' Wars: Charles I's Campaigns against Scotland, 1638-1640 - John Kenyon","The Battle of Newburn Ford, fought on 28 August 1640 on the River Tyne west of Newcastle, was the key engagement of the Second Bishops' War between the forces of Charles I and a Scottish Covenanter army under Alexander Leslie. English troops attempted to block the Scots at the river crossings near Newburn with hastily constructed earthworks and artillery, but Covenanter guns dominated the position, drove the English from their works and forced a crossing. Leslie's victory allowed the Scots to occupy Newcastle and control the vital coal trade, compelling Charles to negotiate. The resulting Treaty of Ripon and the financial pressure of paying the Scottish army helped push the king into recalling the English Parliament, setting in motion the political crisis that led to the Long Parliament and, ultimately, the English Civil War. Contemporary reports indicate that casualties were relatively modest compared with later Civil War battles, with perhaps a few hundred English soldiers killed, wounded or captured, while Scottish losses were lighter.","The Newburn Ford battlefield lies along a stretch of the River Tyne near Newburn, where riverbanks, floodplain and rising ground on both sides of the water shaped the artillery duel and the Scottish crossing. Today the area combines suburban development, riverside paths, parks and industrial remnants, but key features such as the line of the river, higher ground behind the English positions and the general setting of the fords remain recognisable. Visitors experience the battlefield mainly via riverside walks, local roads and green spaces rather than a single open agricultural landscape. Access is straightforward by road from Newcastle and neighbouring settlements, and interpretation is provided through local information boards, heritage trails and published accounts rather than a dedicated visitor centre.",54.979536,-1.748516,"https://www.google.com/maps?q=54.979536,-1.748516",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=29,Military,,,,,
Battle of Newbury 1643,"The English Civil War - Diane Purkiss; God's Fury, England's Fire - Michael Braddick","The First Battle of Newbury, fought on 20 September 1643 in Berkshire, set King Charles I's royalist army against a Parliamentarian force under the Earl of Essex as the king tried to block Essex's march back to London after the relief of Gloucester. Essex deployed his troops on and around high ground and commons south and west of Newbury, and a day of stubborn fighting in lanes, hedged fields and open heath ended without a clear tactical victor. Strategically, however, the battle checked the royalist advance and allowed Essex to reach London with his army intact, denying Charles the decisive blow he needed early in the war and strengthening Parliament's political position. Contemporary accounts and modern estimates suggest that each side may have suffered around a thousand or more killed and wounded, reflecting the intensity of repeated assaults and close-quarters combat in difficult terrain.","The 1643 Newbury battlefield now lies on the southern and western fringes of the modern town, where Wash Common, fields, golf course land and built-up areas overlap the ground once occupied by the opposing armies. Some open spaces, commons and gentle ridges survive, preserving views that help visitors understand how Parliament's positions dominated approaches to the town, though many original fields and lanes have been altered or absorbed into development. Public roads and footpaths cross parts of the battlefield, and interpretation boards and monuments at locations such as Wash Common and around Newbury provide context for the action. There is no single, self-contained battlefield park or large visitor centre, so visitors tend to explore a series of sites by car and on foot, using maps, local guides and on-site panels to piece together how the battle unfolded across what is now a mixed suburban and semi-rural landscape.",51.388001,-1.348646,"https://www.google.com/maps?q=51.388001,-1.348646",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=30,Military,,,,,
Battle of Northallerton 1138,The English and the Norman Conquest - Ann Williams; The Norman Conquest and the English - George Garnett,"The Battle of Northallerton, often called the Battle of the Standard, was fought on 22 August 1138 near Northallerton in North Yorkshire between an invading Scottish army under King David I and English forces loyal to King Stephen. The English commanders, including Archbishop Thurstan of York's representatives and northern barons, formed their troops around a wagon-mounted mast bearing religious banners-the 'standard'-and stood on the defensive while the Scots attacked. Despite some early success by Scottish infantry, the English formation held and eventually repelled the assaults, forcing the Scots to withdraw. The victory helped secure northern England during the civil war between Stephen and Empress Matilda and demonstrated the resilience of local English leadership even while the throne itself was contested. Contemporary chronicles suggest that Scottish casualties were heavy, with many of their less well-armoured infantry cut down during repeated assaults and in the retreat, while English losses appear to have been considerably lighter, though precise numbers are unknown.","The Northallerton battlefield lies on relatively flat, open agricultural land south of the town, reflecting the low ridges and fields on which the English standard and Scottish lines faced each other. Modern farming, road alignments and settlement expansion have altered field boundaries and obscured some details of the medieval landscape, but the general expanse of gently rising ground still helps visitors imagine how a compact defensive position could withstand frontal attacks. There is no major battlefield park or visitor centre specifically for the battle; access is via local roads and public footpaths that cross or skirt the likely area of fighting. Interpretation comes mainly from guidebooks, plaques and historical studies, so visitors typically rely on maps and written accounts to connect present-day fields and lanes with the positions of the English 'standard' and the Scottish army.",54.376107,-1.445693,"https://www.google.com/maps?q=54.376107,-1.445693",https://www.battlefieldstrust.com/resource-centre/medieval/battleview.asp?BattleFieldId=32,Military,,,,,
Battle of Northampton 1460,The Wars of the Roses - Alison Weir; The Wars of the Roses: The Fall of the Plantagenets and the Rise of the Tudors - Dan Jones,"The Battle of Northampton, fought on 10 July 1460 near Delapré Abbey just south of the town, took place during the Wars of the Roses between a Lancastrian army loyal to King Henry VI and a Yorkist force led by the Earl of Warwick, the Earl of March (the future Edward IV) and the Earl of Salisbury. The royalists occupied a fortified camp protected by earthworks and a watercourse, but when the Yorkists attacked in heavy rain, part of the king's line under Lord Grey of Ruthin is believed to have defected or stood aside, allowing the attackers to penetrate the defences. The resulting collapse led to a swift Yorkist victory, the capture of King Henry VI and the deaths of several leading Lancastrian nobles, dramatically shifting the balance of power. Although contemporary figures vary, the battle seems to have caused relatively limited casualties compared with some later clashes, with losses concentrated among the king's household and the magnates killed while defending the royal position.","The Northampton battlefield today is largely absorbed into the southern suburbs of the modern town around Delapré Abbey and the River Nene, where parkland, golf course ground and urban development cover much of the area once occupied by the opposing forces. Surviving open spaces and the grounds of Delapré Abbey still give a partial sense of the gentle slopes and water features that shaped the Lancastrian camp and the Yorkist assault routes. Visitors experience the site mainly as a combination of historic house grounds, parkland and surrounding roads rather than a single open agricultural field. Access is straightforward by road, with parking and walking routes in and around the Abbey and nearby green spaces, while interpretation is provided through local information, plaques and guides that relate present-day features to the positions of the royal encampment and the Yorkist approach.",52.222898,-0.885598,"https://www.google.com/maps?q=52.222898,-0.885598",https://www.battlefieldstrust.com/resource-centre/warsoftheroses/battleview.asp?BattleFieldId=33,Military,,,,,
Battle of Otterburn 1388,The Battle of Otterburn 1388 - Peter Armstrong; The Wars of the Bruces and Beyond: Scotland's Medieval Wars - Michael Brown,"The Battle of Otterburn, fought on the night of 5-6 August 1388 in Northumberland, was a major clash between a Scottish raiding force led by James, 2nd Earl of Douglas, and an English army under Henry 'Hotspur' Percy. After raiding deep into northern England, the Scots began to withdraw towards the border when Percy moved to cut them off near Otterburn; fierce hand-to-hand fighting developed in the dark around the Scottish camp. Although Douglas was killed in the fighting, his men held their ground and counter-attacked, eventually driving off the English and capturing Hotspur and many other prisoners. The victory boosted Scottish prestige and underlined the continuing vulnerability of northern England despite earlier English successes in France during the Hundred Years War. Contemporary sources disagree on numbers, but they suggest notable casualties on both sides, with the English suffering heavily in dead and prisoners and the Scots losing Douglas and many lesser men in the mêlée.","The Otterburn battlefield lies in open, rolling upland country near the village of Otterburn in the Northumberland uplands, characterised by rough pasture, moorland and low ridges. The relatively remote, sparsely settled landscape still conveys a strong sense of how a night battle might have unfolded around a Scottish encampment, with limited landmarks and wide, open slopes. Modern military training areas and some infrastructure occupy parts of the wider area, but much of the ground retains its rural, upland character. Access is mainly via the A696 and minor roads, with some rights of way and tracks allowing closer views of the likely battle area; interpretation is provided through local monuments, information boards and battlefield guides rather than a large visitor centre.",55.237463,-2.188543,"https://www.google.com/maps?q=55.237463,-2.188543",https://www.battlefieldstrust.com/resource-centre/medieval/battleview.asp?BattleFieldId=34,Military,,,,,
Battle of Roundway Down 1643,The English Civil War - Diane Purkiss; The English Civil War: A Military History - Peter Gaunt,"The Battle of Roundway Down, fought on 13 July 1643 near Devizes in Wiltshire, was a major cavalry action in which a royalist force under Lord Wilmot and Sir Ralph Hopton met Parliamentarian troops commanded by Sir William Waller. After Waller moved to contain royalist forces at Devizes, a relief army of royalist horse arrived from Oxford and attacked his position on the high ground of Roundway Down. In a series of charges and pursuits across the steep escarpment and surrounding fields, the royalist cavalry broke Waller's horse and then rolled up his infantry, turning an initial clash into a rout. Roundway Down is often regarded as one of the most complete royalist victories of the war, destroying much of Waller's field army in the west and helping open the way for further royalist gains in 1643. Contemporary accounts and modern estimates suggest that Parliament suffered heavy casualties in killed, wounded and captured-possibly in the low thousands overall-while royalist losses were comparatively light.","The Roundway Down battlefield occupies a dramatic chalk downland landscape north of Devizes, with steep slopes, open fields and far-reaching views that still mirror seventeenth-century descriptions. The escarpment edges and broad, gently sloping tops give a clear sense of the advantages and risks of fighting cavalry actions on such ground, particularly the hazards faced by broken troops fleeing down the steep sides. Today parts of the battlefield remain open farmland and down, with public footpaths and bridleways crossing key areas, while other sections are bordered by modern roads and the Devizes White Horse hill figure nearby. There is no large, dedicated visitor centre focused solely on the battle, but interpretation boards, local markers and published guides, combined with good car access to lay-bys and car parks on the Downs, make Roundway Down one of the more visually striking Civil War cavalry battlefields to explore.",51.385808,-1.983851,"https://www.google.com/maps?q=51.385808,-1.983851",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=36,Military,,,,,
Battle of Rowton Heath 1645,The English Civil War - Diane Purkiss; The English Civil War: A Military History - Peter Gaunt,"The Battle of Rowton Heath, fought on 24 September 1645 just south-east of Chester, occurred when King Charles I attempted to relieve the besieged city and encountered Parliamentarian forces under Sydnam Poyntz. After initial skirmishing near the village of Rowton, Parliamentarian cavalry and dragoons pressed royalist horse back towards Chester, fighting across fields, lanes and hedged enclosures while the king watched from the city walls. The royalist cavalry was eventually routed and driven from the field, leaving Chester exposed and further weakening Charles's dwindling military resources in the months after Naseby. Modern accounts describe Rowton Heath as one of the last serious attempts by the king to influence the war in the field, and its failure contributed to the eventual fall of Chester and the collapse of remaining royalist positions in the north-west. Casualties were significant, particularly among royalist cavalry and officers, with several hundred killed or captured, while Parliamentarian losses, though appreciable, were lower.","The Rowton Heath battlefield today lies in a semi-rural landscape of fields, farms and suburban fringes to the south-east of modern Chester, where roads and housing now overlay parts of the seventeenth-century terrain. Hedged fields, gentle rises and narrow lanes still suggest the enclosed ground that shaped cavalry combat and limited large-scale manoeuvre during the battle. Visitors experience the site as a mix of countryside and outer suburbs rather than a single preserved battlefield, moving between villages such as Rowton and Christleton and the approaches to Chester. Access is straightforward by road and public footpaths, and interpretation is provided through local markers, church memorials and battlefield guides rather than a dedicated visitor centre, so maps and background reading are helpful for relating present-day features to the phases of the fighting.",53.160512,-2.814458,"https://www.google.com/maps?q=53.160512,-2.814458",https://www.battlefieldstrust.com/resource-centre/civil-war/battleview.asp?BattleFieldId=38,Military,,,,,
Battle of Sedgemoor 1685,Monmouth's Rebellion - I. Gentles; The Army of Charles II - John Childs,"The Battle of Sedgemoor, fought in the early hours of 6 July 1685 near Westonzoyland in Somerset, was the climactic engagement of the Monmouth Rebellion, pitting the rebel army of James Scott, Duke of Monmouth, against royal troops commanded by Lord Feversham and John Churchill. Monmouth attempted a night march across the moors to surprise the royal camp, but his column became confused in the dark and was checked by drainage ditches and royalist outposts, allowing government forces to form up and counter-attack. Once battle was joined the poorly trained, largely infantry rebel army was broken by disciplined royalist foot, cavalry and artillery, turning the engagement into a rout. Monmouth's defeat led to his capture and execution, the brutal 'Bloody Assizes' under Judge Jeffreys and ",,51.118501,-2.929472,"https://www.google.com/maps?q=51.118501,-2.929472",https://www.battlefieldstrust.com/resource-centre/stuart-rebellions/battleview.asp?BattleFieldId=37,Military,,,,,
Battle of Shrewsbury 1403,Henry IV - Chris Given-Wilson; The Wars of the Roses and the Hundred Years War - A.J. Pollard,"The Battle of Shrewsbury, fought on 21 July 1403 north of the town in Shropshire, set King Henry IV's royal army against the rebels led by Henry 'Hotspur' Percy and his allies from the Welsh Marches. Meeting earlier than expected, both sides deployed on gently rising ground divided by hedges and fields, and the battle opened with a deadly exchange of archery that inflicted heavy casualties, including on Henry's household troops. Fierce infantry fighting followed, during which Hotspur was killed and a royal counter-attack stabilised the king's position, turning the struggle into a hard-won royalist victory. Shrewsbury was crucial in securing Henry IV's still-contested throne in the years after his usurpation of Richard II and demonstrated both the effectiveness and the terrible cost of massed English archery in battle. Contemporary accounts suggest that casualties on both sides were very high by medieval standards-several thousand killed in total-with losses particularly severe among the nobility and retainers of the rebel forces.","The Shrewsbury battlefield lies in a rolling agricultural landscape around the village of Battlefield, a few miles north of the town, where fields, gentle slopes and hedgerows still echo the terrain described in early sources. Although modern roads, a church, industrial buildings and some development now occupy parts of the area, substantial open fields remain, preserving views across the ground over which both armies advanced and fought. The centrepiece of the site is Battlefield Church (St Mary Magdalene), built soon after the battle and now a key point for visitors, surrounded by farmland that forms the core of the registered battlefield. Access is straightforward from the A49 and local roads, with parking near the church and paths and permissive routes across adjacent fields, while interpretation is provided through on-site panels, church displays and battlefield guides rather than a large, separate visitor centre.",52.757675,-2.731886,"https://www.google.com/maps?q=52.757675,-2.731886",https://www.battlefieldstrust.com/resource-centre/medieval/battleview.asp?BattleFieldId=39,Military,,,,,
Battle of Solway Moss 1542,Scotland and the Union 1707 - Christopher Whatley; The Rough Wooings: Mary Queen of Scots 1542-1551 - Marcus Merriman,"The Battle of Solway Moss, fought on 24 November 1542 near the River Esk on the western Anglo-Scottish border, saw a large Scottish army under the Earl of Arran and Lord Maxwell confront a smaller English force commanded by Sir Thomas Wharton during Henry VIII's campaign pressure on James V. Poor Scottish leadership, confusion and the difficult, boggy ground of the moss turned the encounter into a chaotic collapse rather than a set-piece clash; many Scots fled or were trapped in the marsh, and large numbers surrendered with little sustained fighting. The result was a humiliating Scottish defeat, with thousands of prisoners taken, which gravely undermined James V's prestige; he died soon afterwards, leaving his infant daughter Mary Queen of Scots as heir and encouraging Henry VIII's later 'Rough Wooing' to force a dynastic marriage. Contemporary and later accounts suggest that, although outright battlefield deaths were not on the scale of some major battles, the loss of prisoners and the psychological impact were immense, while English casualties were relatively light.","The Solway Moss battlefield lies in low, flat country of mosses, meres and farmland north of the River Esk near the modern border, where peat bogs and soft ground helped to disrupt Scottish movements in 1542. Much of the former moss has since been drained and improved for agriculture, and field boundaries and drainage ditches now pattern the landscape, but the general sense of open, low-lying ground bounded by rivers and rough patches remains. There is no single, clearly defined battlefield park or large visitor centre, and the precise locations of some parts of the action remain debated among historians. Access is mainly via minor roads and farm tracks from nearby settlements, with interpretation relying on guidebooks, historical studies and limited local information rather than extensive on-site signage, so visitors typically need maps and background reading to relate present-day fields and drainage works to the events of 1542.",54.968524,-3.027044,"https://www.google.com/maps?q=54.968524,-3.027044",https://www.battlefieldstrust.com/resource-centre/early-modern/battleview.asp?BattleFieldId=40,Military,,,,,
Battle of Stamford Bridge 1066,The Norman Conquest - Marc Morris; 1066: The Year of the Conquest - David Howarth,"The Battle of Stamford Bridge, fought on 25 September 1066 east of York, saw King Harold Godwinson's English army launch a rapid march north and surprise an invading Norwegian force led by King Harald Hardrada and Harold's exiled brother Tostig Godwinson. Caught off guard on a warm late-September day, many Norwegians had left their armour at their ships near Riccall, and although they formed strong shield walls near the River Derwent and the bridge itself, successive English assaults eventually broke their resistance. Hardrada and Tostig were both killed, the Norwegian army was virtually destroyed and only a fraction of its fleet returned home, ending the immediate Scandinavian threat to Harold's throne. The victory, however, came at a cost: Harold's troops suffered significant losses and were forced to march swiftly south again to meet William of Normandy, contributing to their fatigue and depletion before the Battle of Hastings. Contemporary sources imply that thousands were killed on both sides, with Norwegian casualties especially severe, though exact numbers remain uncertain.","The Stamford Bridge battlefield today lies around the village of Stamford Bridge in the East Riding of Yorkshire, focused on the crossing of the River Derwent and the gently rolling farmland and meadows to its east. Modern bridges, roads, housing and commercial development cover parts of the medieval landscape, but the river, valley and surrounding low ridges still give a sense of the constrained crossing point and open ground where the shield-wall fighting took place. Visitors encounter the site as a combination of village streets, riverbanks and adjacent fields rather than a single large preserved battlefield, though there are monuments and interpretation boards marking key locations. Access is straightforward by road from York and nearby towns, with parking in and around Stamford Bridge, and understanding the battle is enhanced by using maps, local plaques and guide material that link present-day features to the movements of Harold's and Hardrada's forces.",54.012158,-0.914386,"https://www.google.com/maps?q=54.012158,-0.914386",https://www.battlefieldstrust.com/resource-centre/viking/battleview.asp?BattleFieldId=41,Military,,,,,
Battle of Stoke (Field) 1487,The Wars of the Roses - Alison Weir; Winter King: The Dawn of Tudor England - Thomas Penn,"The Battle of Stoke Field, fought on 16 June 1487 near East Stoke in Nottinghamshire, was the climactic engagement of the Yorkist Lambert Simnel rising against Henry VII. A mainly Irish and continental mercenary army led by the Earl of Lincoln and other Yorkist nobles confronted the king's larger Tudor force on high ground above the River Trent. After hard fighting on the slopes and in enclosed fields, the rebel army was ground down and broken, with many Yorkist leaders killed while Henry's troops held the field. Stoke is often regarded as the last pitched battle of the Wars of the Roses, ending serious armed Yorkist attempts to unseat the first Tudor king. Contemporary and modern estimates suggest that rebel casualties were very heavy, running into the thousands, while royal losses, though significant, were far lower, underscoring the one-sided outcome once the Yorkist line collapsed.","The Stoke Field battlefield today occupies rolling farmland and ridges around the village of East Stoke, overlooking the Trent valley, where hedged fields, lanes and gentle slopes echo the terrain described in sixteenth-century accounts. Much of the area remains in agricultural use, preserving long views across the battlefield and the sense of a defensive position held on higher ground against an advancing royal army. Modern roads and the nearby A46 cut across parts of the wider landscape, but core areas of the registered battlefield can be explored via minor roads and public footpaths, including routes near Stoke church and along the ridges where the fighting was concentrated. Interpretation is provided through local information boards, church displays and battlefield guides rather than a large dedicated visitor centre, so visitors typically use maps and written accounts to connect present-day fields and landmarks to the phases of the 1487 battle.",52.987757,-0.896141,"https://www.google.com/maps?q=52.987757,-0.896141",https://www.battlefieldstrust.com/resource-centre/warsoftheroses/battleview.asp?BattleFieldId=42,Military,,,,,
